result,comparison,n,estimate,standard_error,ci_low,ci_high,f_statistic,df1,df2,p_value
overall_test,All formulation groups,499,,,,,0.7182438992439623,3,14,0.5574249416324
contrast,Krill vs fish oil/cod liver oil,499,0.02567752512101451,0.13654999280681623,-0.26719308168631684,0.31854813192834586,,,,0.8535398446224487
contrast,Plant-based vs fish oil/cod liver oil,499,-0.12053339526920262,0.11406902269471314,-0.36518711664861725,0.12412032611021198,,,,0.30855544539510155
contrast,Other/mixed vs fish oil/cod liver oil,499,-0.07617719080806895,0.10453929917942706,-0.3003916880523607,0.14803730643622282,,,,0.47820195901159657
